Airline,NumFlights,AverageDelay,AverageDelay_CARRIER_DELAY,AverageDelay_WEATHER_DELAY,AverageDelay_NAS_DELAY,AverageDelay_SECURITY_DELAY,AverageDelay_LATE_AIRCRAFT_DELAY,Year,Month
9E,23253,5.67,22.01,1.9,12.83,0.09,15.02,2013,09
9E,24882,5.89,24.05,1.29,11.36,0.13,15.12,2013,10
9E,22476,5.72,18.81,2.27,14.5,0.0,14.52,2013,11
9E,22244,15.67,19.28,3.02,16.63,0.07,22.89,2013,12
AA,44848,11.37,17.73,2.78,11.4,0.13,19.41,2013,01
AA,40792,11.86,17.26,2.91,11.72,0.01,20.81,2013,02
AA,45602,11.1,17.21,2.93,12.96,0.03,23.49,2013,03
AA,44265,18.09,19.44,2.52,16.6,0.01,28.46,2013,04
AA,45703,15.15,16.66,4.2,16.69,0.02,27.39,2013,05
AA,45263,20.91,17.19,4.46,13.84,0.03,31.98,2013,06
AA,47225,15.65,16.85,2.87,13.07,0.0,25.31,2013,07
AA,46924,11.3,18.09,2.97,12.11,0.04,22.8,2013,08
AA,43110,10.43,20.08,3.06,12.54,0.01,24.2,2013,09
AA,45219,9.59,17.57,1.1,10.06,0.0,20.11,2013,10
AA,43203,10.0,18.62,1.27,10.11,0.52,21.59,2013,11
AA,45737,15.17,16.79,5.0,10.96,0.02,22.27,2013,12
AS,12020,5.54,15.72,1.87,13.95,0.11,12.87,2013,01
AS,10895,4.61,18.41,1.66,12.87,0.46,14.83,2013,02
AS,12698,6.28,13.29,0.71,14.55,1.21,15.59,2013,03
AS,12571,5.43,12.88,0.93,17.04,0.19,14.24,2013,04
AS,13067,4.03,11.52,1.43,16.74,0.09,11.94,2013,05
AS,13998,5.5,13.76,0.96,15.18,0.12,15.08,2013,06
AS,14762,6.18,12.42,1.84,13.77,0.29,15.22,2013,07
AS,14544,5.85,13.28,1.68,14.0,0.23,14.21,2013,08
AS,12631,5.03,13.57,1.58,14.08,0.19,15.0,2013,09
AS,12638,4.44,13.21,2.05,13.49,0.15,15.66,2013,10
AS,12365,5.97,14.29,2.1,13.49,0.54,19.7,2013,11
AS,12554,6.52,13.67,3.84,13.62,0.14,16.28,2013,12
B6,19291,12.59,20.79,0.71,13.39,0.08,19.64,2013,01
B6,17767,15.97,19.05,0.54,13.99,0.06,22.33,2013,02
B6,20842,17.31,18.98,1.4,15.66,0.16,27.36,2013,03
B6,20036,16.56,17.19,0.85,19.29,0.15,22.82,2013,04
B6,20262,12.24,16.62,1.6,21.54,0.15,21.23,2013,05
B6,20643,21.01,17.66,1.82,23.06,0.13,30.65,2013,06
B6,22146,23.89,18.07,1.87,17.21,0.25,31.83,2013,07
B6,21992,16.59,18.77,0.7,14.48,0.27,26.41,2013,08
B6,18582,10.51,20.24,1.56,17.46,0.3,23.15,2013,09
B6,19382,6.69,16.7,0.42,16.6,0.14,15.31,2013,10
B6,19599,7.43,17.81,0.42,13.9,0.15,15.24,2013,11
B6,21235,18.66,16.81,1.4,14.81,0.18,22.27,2013,12
DL,57182,7.27,23.17,4.77,15.86,0.04,14.28,2013,01
DL,52862,7.42,24.16,2.36,14.23,0.01,12.56,2013,02
DL,63929,9.21,24.21,4.77,14.26,0.01,15.78,2013,03
DL,62291,8.83,24.49,2.8,16.36,0.03,14.81,2013,04
DL,64087,8.36,24.14,1.74,14.9,0.02,15.87,2013,05
DL,66227,15.72,22.91,4.18,19.09,0.04,20.69,2013,06
DL,69175,16.88,24.12,3.11,18.3,0.01,21.61,2013,07
DL,69327,8.83,23.85,1.68,13.52,0.02,15.8,2013,08
DL,62191,5.8,24.92,1.19,14.92,0.02,13.0,2013,09
DL,65444,5.02,25.76,0.74,11.54,0.11,10.8,2013,10
DL,61332,6.73,23.43,1.69,12.6,0.76,14.16,2013,11
DL,60623,11.38,22.17,3.82,13.39,0.0,14.62,2013,12
EV,57934,17.34,20.13,1.55,14.58,0.02,28.65,2013,01
EV,54106,17.53,19.45,0.94,13.81,0.04,27.89,2013,02
EV,65803,17.71,20.54,1.2,13.83,0.03,29.53,2013,03
EV,64366,18.94,18.11,1.69,16.95,0.02,32.68,2013,04
EV,64741,16.13,17.49,1.55,16.75,0.03,29.36,2013,05
EV,66069,23.9,18.31,2.96,17.81,0.03,35.4,2013,06
EV,67011,20.99,18.22,2.66,17.21,0.03,31.16,2013,07
EV,66234,14.6,18.11,1.62,14.82,0.03,27.36,2013,08
EV,61327,10.05,18.79,1.5,17.05,0.03,24.96,2013,09
EV,63746,11.71,16.63,0.62,15.07,0.01,24.48,2013,10
EV,58721,12.29,17.35,1.3,15.24,0.05,24.5,2013,11
EV,58638,23.0,19.89,2.06,16.06,0.04,30.23,2013,12
F9,5804,13.2,12.91,0.42,15.45,0.0,15.96,2013,01
F9,5261,17.73,13.34,1.07,23.47,0.0,22.37,2013,02
F9,5899,15.87,14.64,0.67,24.58,0.0,21.91,2013,03
F9,5881,18.52,11.08,1.56,33.04,0.0,19.88,2013,04
F9,6586,13.86,9.39,0.76,24.16,0.0,19.26,2013,05
F9,6571,12.08,11.96,2.07,21.98,0.0,18.59,2013,06
F9,6816,16.18,10.4,0.79,22.82,0.0,22.97,2013,07
F9,6921,12.53,11.22,1.25,18.29,0.0,17.64,2013,08
F9,6517,12.93,10.87,1.44,22.46,0.0,20.72,2013,09
F9,6517,10.44,10.68,0.29,20.78,0.0,16.88,2013,10
F9,6331,13.28,11.89,0.6,20.13,0.0,26.24,2013,11
F9,6508,23.08,10.74,0.98,20.88,0.0,27.53,2013,12
FL,15313,4.96,10.46,0.4,17.4,0.0,20.45,2013,01
FL,14069,6.3,9.8,0.42,14.94,0.0,18.54,2013,02
FL,16882,12.15,9.01,1.23,16.21,0.0,31.22,2013,03
FL,15911,9.44,9.88,0.54,15.47,0.0,24.58,2013,04
FL,15789,9.75,11.82,0.65,14.83,0.0,25.39,2013,05
FL,15761,20.78,11.67,2.62,16.58,0.0,32.27,2013,06
FL,16293,19.15,12.34,2.75,15.89,0.0,31.09,2013,07
FL,14817,10.36,10.76,1.08,15.57,0.0,20.06,2013,08
FL,12556,7.62,15.03,1.39,10.44,0.0,19.24,2013,09
FL,13177,8.04,13.86,0.3,9.89,0.0,16.49,2013,10
FL,11679,8.7,12.36,0.46,9.98,0.0,21.6,2013,11
FL,11705,15.33,11.44,0.64,9.78,0.0,22.75,2013,12
HA,5982,4.86,48.07,0.87,0.31,0.18,11.52,2013,01
HA,5430,3.83,28.05,0.76,0.69,0.0,11.96,2013,02
HA,6000,3.85,25.68,1.42,0.05,0.05,12.82,2013,03
HA,5789,3.74,39.03,0.26,0.46,0.01,12.24,2013,04
HA,6025,3.58,30.17,0.1,0.16,0.08,11.7,2013,05
HA,6320,3.09,25.21,0.0,0.29,0.02,13.81,2013,06
HA,6646,3.79,48.54,0.9,0.96,0.0,12.28,2013,07
HA,6408,3.14,35.89,0.21,0.6,0.06,11.72,2013,08
HA,5831,2.63,44.07,0.37,1.65,0.0,9.3,2013,09
HA,5985,2.21,29.25,0.25,0.53,0.03,10.3,2013,10
HA,5838,2.98,30.74,1.11,5.41,1.7,11.15,2013,11
HA,6032,3.56,28.24,2.58,0.19,0.01,14.09,2013,12
MQ,37693,13.44,17.52,8.13,14.7,0.01,21.91,2013,01
MQ,33627,15.06,15.78,6.62,15.66,0.01,22.81,2013,02
MQ,36854,11.57,17.37,6.15,14.72,0.0,20.97,2013,03
MQ,37211,19.79,16.63,7.86,17.95,0.02,28.1,2013,04
MQ,38335,17.66,15.57,6.19,16.6,0.01,26.52,2013,05
MQ,37701,24.53,16.4,8.05,15.42,0.03,31.25,2013,06
MQ,39150,20.53,18.88,3.09,12.72,0.01,26.34,2013,07
MQ,38711,13.67,16.45,4.23,12.33,0.01,23.65,2013,08
MQ,35621,8.9,15.64,4.59,13.11,0.02,22.4,2013,09
MQ,36973,8.49,14.41,2.07,12.31,0.04,19.69,2013,10
MQ,33794,7.8,14.86,3.22,15.15,0.14,17.39,2013,11
MQ,34195,19.44,13.05,9.61,16.36,0.01,26.43,2013,12
OO,51762,10.84,14.56,2.25,11.8,0.07,25.67,2013,01
OO,47758,9.93,14.56,1.82,13.2,0.05,26.65,2013,02
OO,55648,10.77,15.46,1.63,11.31,0.05,29.55,2013,03
OO,53069,10.27,13.77,1.31,14.92,0.07,27.02,2013,04
OO,53908,9.93,14.74,1.33,14.17,0.2,27.82,2013,05
OO,54378,13.18,15.74,1.76,13.28,0.05,30.37,2013,06
OO,56077,13.4,14.3,1.16,14.24,0.03,32.01,2013,07
OO,55378,12.53,14.7,1.44,13.24,0.05,31.48,2013,08
OO,49585,9.61,15.71,1.2,14.25,0.04,28.39,2013,09
OO,51241,8.14,15.25,1.16,12.2,0.02,25.89,2013,10
OO,47669,7.59,17.26,0.84,11.43,0.29,24.94,2013,11
OO,49886,15.2,16.21,2.81,11.58,0.04,28.28,2013,12
UA,40419,10.29,16.66,2.01,15.04,0.04,17.22,2013,01
UA,38116,10.77,16.87,2.64,14.31,0.02,17.97,2013,02
UA,44062,12.05,17.83,1.59,15.09,0.05,20.31,2013,03
UA,41430,15.75,17.34,2.01,21.15,0.06,22.99,2013,04
UA,42992,12.9,15.91,1.58,20.53,0.02,19.91,2013,05
UA,43550,21.0,18.35,2.55,19.03,0.03,29.57,2013,06
UA,44777,18.74,17.28,2.12,19.93,0.01,25.76,2013,07
UA,44444,13.92,17.09,2.02,15.78,0.04,23.02,2013,08
UA,40682,10.83,17.7,2.83,20.97,0.04,22.91,2013,09
UA,43246,9.44,17.14,0.74,16.2,0.04,18.46,2013,10
UA,40657,9.64,17.85,1.66,14.87,0.55,20.03,2013,11
UA,41423,16.23,19.54,2.28,13.08,0.0,19.04,2013,12
US,33567,6.6,14.72,1.24,17.23,0.17,11.53,2013,01
US,31177,6.47,13.41,1.49,18.13,0.12,11.46,2013,02
US,36210,7.27,14.43,1.02,16.56,0.19,13.85,2013,03
US,34433,7.6,14.11,0.73,19.51,0.16,12.57,2013,04
US,35397,6.94,13.32,1.28,18.86,0.1,12.13,2013,05
US,34930,13.12,15.06,3.48,21.74,0.2,18.31,2013,06
US,35882,11.2,14.9,1.91,19.39,0.15,15.2,2013,07
US,35337,7.8,15.65,0.9,16.29,0.17,13.43,2013,08
US,32512,5.25,17.8,1.19,17.45,0.18,11.16,2013,09
US,35232,4.88,16.76,0.23,14.01,0.12,9.9,2013,10
US,33557,6.22,18.15,0.23,13.13,0.27,12.99,2013,11
US,34139,8.83,16.31,1.1,15.57,0.12,11.61,2013,12
VX,4230,3.95,10.62,5.4,19.75,0.12,12.23,2013,01
VX,3758,7.22,13.01,4.14,24.66,0.0,15.86,2013,02
VX,4303,8.08,9.09,5.66,28.85,0.17,15.32,2013,03
VX,4554,13.37,8.71,3.81,32.85,0.07,18.75,2013,04
VX,5128,14.22,10.6,5.6,25.44,0.06,21.33,2013,05
VX,5105,25.0,10.79,3.38,40.39,0.09,29.74,2013,06
VX,5332,30.24,11.63,3.0,47.79,0.06,32.99,2013,07
VX,5210,12.89,9.49,2.14,26.2,0.08,18.6,2013,08
VX,4759,10.0,7.64,4.04,30.43,0.04,21.69,2013,09
VX,4931,8.6,10.95,2.47,29.14,0.13,24.38,2013,10
VX,4805,9.33,12.79,3.79,22.85,8.36,21.86,2013,11
VX,5018,6.81,12.12,11.01,10.92,0.12,11.85,2013,12
WN,89169,8.48,13.17,1.4,7.36,0.14,18.57,2013,01
WN,83115,8.03,12.34,1.79,7.04,0.11,18.95,2013,02
WN,99142,11.33,11.91,2.05,7.46,0.11,24.67,2013,03
WN,97198,12.09,10.82,2.19,8.14,0.15,25.34,2013,04
WN,98821,12.68,12.04,2.51,7.98,0.1,26.03,2013,05
WN,97405,17.26,14.26,2.79,7.9,0.08,29.2,2013,06
WN,100309,13.85,12.92,2.32,7.76,0.1,25.45,2013,07
WN,96559,14.57,12.47,1.68,6.71,0.06,24.83,2013,08
WN,89994,13.06,11.86,1.83,6.55,0.08,24.66,2013,09
WN,94475,11.9,11.3,0.93,5.92,0.07,21.18,2013,10
WN,89614,12.72,12.99,1.26,5.73,0.08,23.67,2013,11
WN,94903,23.75,13.43,0.83,5.51,0.1,26.31,2013,12
YV,10647,10.78,16.95,2.86,10.19,0.03,34.13,2013,01
YV,9704,9.09,16.06,2.36,9.99,0.27,27.79,2013,02
YV,11397,8.87,13.22,2.34,7.91,0.08,28.82,2013,03
YV,11263,12.24,11.94,0.64,8.54,0.07,39.48,2013,04
YV,12051,16.82,18.41,2.27,7.67,0.23,42.53,2013,05
YV,12165,18.68,14.07,6.1,9.15,0.37,37.89,2013,06
YV,13209,15.76,16.3,1.08,10.16,0.21,34.01,2013,07
YV,13020,13.34,16.7,0.57,8.29,0.25,32.51,2013,08
YV,11655,8.28,20.11,4.02,8.6,0.26,25.26,2013,09
YV,12256,8.91,19.84,1.61,8.27,0.21,23.41,2013,10
YV,11656,10.1,16.21,2.67,8.48,0.39,29.64,2013,11
YV,11899,12.29,20.67,2.87,9.71,0.14,22.0,2013,12
AA,45401,13.73,19.14,5.44,9.83,0.01,22.25,2014,01
AA,41036,13.57,18.25,3.9,14.72,0.01,22.52,2014,02
AA,46270,11.09,18.53,2.56,13.17,0.04,22.37,2014,03
AA,43570,10.09,19.09,2.24,14.39,0.02,21.97,2014,04
AA,45664,13.69,18.12,6.17,15.41,0.02,23.53,2014,05
AA,45825,19.89,16.72,4.85,14.64,0.02,29.57,2014,06
AA,47450,15.79,17.42,3.7,13.45,0.03,25.29,2014,07
AA,46166,15.58,18.29,4.7,13.07,0.02,25.33,2014,08
AA,43271,9.89,19.26,0.78,14.74,0.07,19.14,2014,09
AA,45113,13.37,16.71,2.56,18.2,0.11,23.06,2014,10
AA,42541,12.83,19.23,2.26,10.9,0.05,25.1,2014,11
AA,45390,15.41,20.46,0.6,11.16,0.04,24.55,2014,12
AS,12403,6.1,15.99,3.09,13.87,0.03,19.49,2014,01
AS,11332,6.83,13.0,2.87,18.79,0.22,17.4,2014,02
AS,12932,6.01,17.24,1.54,12.47,0.26,18.1,2014,03
AS,12672,4.75,14.58,0.63,16.67,0.15,17.33,2014,04
AS,13224,4.68,12.9,1.1,15.2,0.1,15.94,2014,05
AS,14171,6.14,14.1,0.81,13.64,0.18,15.43,2014,06
AS,15009,7.13,12.88,1.81,12.76,0.23,17.86,2014,07
AS,15134,7.05,13.53,1.93,12.39,0.32,16.46,2014,08
AS,13297,6.04,15.5,1.51,14.3,0.16,16.71,2014,09
AS,13398,5.21,12.14,1.16,15.25,0.29,12.99,2014,10
AS,13074,6.95,11.37,2.19,13.91,0.09,16.78,2014,11
AS,13611,9.86,13.83,1.0,16.7,0.14,19.62,2014,12
B6,20219,29.54,27.1,8.39,13.32,0.14,33.7,2014,01
B6,18485,18.11,18.28,2.26,15.76,0.17,22.76,2014,02
B6,21478,11.5,17.04,0.96,14.21,0.07,19.33,2014,03
B6,20974,12.09,15.07,0.96,19.89,0.11,20.07,2014,04
B6,21186,13.18,17.49,1.59,18.32,0.17,22.12,2014,05
B6,21224,12.52,16.4,2.45,17.91,0.1,19.95,2014,06
B6,22575,21.73,16.87,3.99,20.62,0.14,27.42,2014,07
B6,22339,11.56,16.08,1.65,13.46,0.32,19.02,2014,08
B6,19079,6.28,14.05,1.32,19.21,0.15,13.99,2014,09
B6,20113,7.96,13.47,1.46,21.59,0.11,15.68,2014,10
B6,20050,9.19,14.26,1.22,17.98,0.09,16.85,2014,11
B6,21971,9.95,15.47,0.28,16.58,0.2,17.04,2014,12
DL,59030,19.37,25.76,10.86,14.55,0.01,21.16,2014,01
DL,54101,11.4,21.95,6.2,14.21,0.02,14.84,2014,02
DL,67093,8.93,22.17,2.33,12.06,0.01,14.69,2014,03
DL,65645,8.15,20.93,2.5,13.13,0.01,14.77,2014,04
DL,68036,9.22,22.22,2.23,16.36,0.14,15.04,2014,05
DL,69621,11.71,20.32,3.24,16.5,0.01,17.33,2014,06
DL,72714,9.44,24.21,4.08,16.69,0.01,16.57,2014,07
DL,72891,10.18,24.79,5.51,15.91,0.03,17.48,2014,08
DL,67051,7.21,18.89,2.06,15.31,0.04,12.9,2014,09
DL,70676,6.89,17.84,1.37,14.86,0.01,14.51,2014,10
DL,66995,7.4,19.81,2.33,15.12,0.05,14.02,2014,11
DL,66522,7.03,23.42,2.45,14.43,0.0,11.77,2014,12
EV,58508,24.92,23.86,3.51,15.21,0.01,29.99,2014,01
EV,53434,23.28,22.3,2.03,13.44,0.02,29.77,2014,02
EV,62014,16.93,20.45,1.31,14.05,0.03,27.34,2014,03
EV,57584,15.76,19.57,1.03,17.79,0.04,27.19,2014,04
EV,59521,18.71,20.69,1.74,19.3,0.07,29.65,2014,05
EV,59381,21.93,18.66,2.41,18.01,0.03,30.4,2014,06
EV,61210,15.94,20.08,1.79,15.52,0.0,26.53,2014,07
EV,59147,15.69,20.14,1.49,16.02,0.0,27.62,2014,08
EV,54964,14.25,18.87,1.11,17.31,0.0,25.35,2014,09
EV,56533,14.56,18.8,0.97,18.4,0.0,26.57,2014,10
EV,51569,10.65,18.88,0.77,16.0,0.0,22.36,2014,11
EV,52156,13.41,19.71,0.78,14.85,0.0,23.43,2014,12
F9,5736,22.48,12.33,2.19,25.39,0.0,25.0,2014,01
F9,5195,18.3,9.77,0.87,23.4,0.0,20.73,2014,02
F9,6040,12.33,9.08,0.72,23.59,0.0,19.01,2014,03
F9,5972,12.32,12.23,0.88,22.05,0.0,25.04,2014,04
F9,7290,15.51,11.15,1.34,27.48,0.0,22.96,2014,05
F9,7561,15.57,11.9,1.46,25.24,0.0,20.24,2014,06
F9,8037,13.63,12.32,1.33,26.3,0.0,20.56,2014,07
F9,8045,14.11,13.64,0.83,23.94,0.0,27.24,2014,08
F9,7857,12.21,13.38,0.44,23.3,0.0,28.85,2014,09
F9,8211,10.04,13.01,0.27,19.18,0.0,29.19,2014,10
F9,7729,15.41,9.6,0.43,26.43,0.0,24.84,2014,11
F9,7801,19.87,12.84,0.37,25.52,0.0,25.56,2014,12
FL,9405,15.79,12.05,1.32,11.51,0.0,26.04,2014,01
FL,8226,10.98,12.56,1.03,11.5,0.0,23.43,2014,02
FL,9309,10.45,12.0,0.88,10.99,0.0,24.28,2014,03
FL,8209,8.04,10.19,0.62,11.71,0.0,20.86,2014,04
FL,7709,9.91,12.45,1.77,13.09,0.0,22.42,2014,05
FL,6916,11.84,11.42,2.75,14.45,0.0,23.32,2014,06
FL,6980,11.35,13.14,2.31,13.31,0.0,26.44,2014,07
FL,6326,11.34,15.76,3.7,14.55,0.0,28.9,2014,08
FL,4863,7.24,12.74,2.36,16.64,0.0,17.24,2014,09
FL,4661,6.8,10.86,0.16,12.81,0.0,22.05,2014,10
FL,3951,5.61,13.26,0.23,12.26,0.0,18.61,2014,11
FL,2940,7.65,14.57,0.15,8.93,0.0,21.49,2014,12
HA,6019,2.84,20.69,4.27,0.83,0.0,10.8,2014,01
HA,5418,3.71,25.6,2.64,0.38,0.0,12.62,2014,02
HA,6073,2.82,25.13,0.22,0.72,0.04,10.59,2014,03
HA,5910,2.87,32.69,0.06,0.35,0.43,14.62,2014,04
HA,6223,2.8,26.16,0.49,0.35,0.05,13.24,2014,05
HA,6399,2.08,29.09,0.21,0.3,0.02,9.12,2014,06
HA,6808,3.11,28.57,0.52,0.69,0.11,12.58,2014,07
HA,6811,3.38,41.62,0.94,0.38,0.06,12.31,2014,08
HA,6179,5.41,35.66,0.16,10.35,0.0,10.71,2014,09
HA,6329,4.09,25.42,0.09,0.55,0.03,13.0,2014,10
HA,6137,3.25,20.05,0.4,1.17,0.0,10.97,2014,11
HA,6426,5.11,27.6,1.06,0.46,0.02,14.8,2014,12
MQ,34382,20.14,16.5,9.58,18.06,0.01,26.29,2014,01
MQ,30938,14.31,16.23,5.0,16.77,0.01,21.64,2014,02
MQ,34669,11.24,13.77,3.91,15.31,0.0,19.32,2014,03
MQ,34044,11.05,13.94,4.86,15.64,0.03,20.76,2014,04
MQ,34962,13.37,15.0,5.01,16.71,0.09,20.6,2014,05
MQ,33509,17.13,13.84,5.12,16.97,0.07,21.67,2014,06
MQ,34024,10.58,14.66,2.77,13.55,0.07,18.55,2014,07
MQ,33241,13.3,12.34,3.98,18.13,0.05,21.65,2014,08
MQ,31269,10.83,13.56,1.84,15.81,0.07,18.96,2014,09
MQ,32010,15.64,12.56,3.04,19.43,0.07,21.36,2014,10
MQ,29169,13.61,13.48,5.13,14.91,0.06,20.82,2014,11
MQ,30484,16.04,14.79,3.66,12.56,0.11,20.78,2014,12
OO,50484,13.04,14.95,2.52,11.45,0.07,27.29,2014,01
OO,45555,14.49,14.83,1.9,13.52,0.04,28.68,2014,02
OO,52847,10.6,15.17,1.24,10.95,0.04,26.69,2014,03
OO,50853,10.09,15.85,1.09,11.34,0.03,27.53,2014,04
OO,52077,11.15,15.84,1.42,12.26,0.06,26.38,2014,05
OO,53173,14.06,17.15,1.65,12.26,0.06,29.94,2014,06
OO,55556,12.24,17.53,1.2,10.71,0.07,27.07,2014,07
OO,55421,12.52,16.35,1.39,12.5,0.07,28.73,2014,08
OO,49135,9.83,15.6,1.12,14.72,0.06,25.28,2014,09
OO,51019,10.11,15.1,0.81,15.28,0.04,26.35,2014,10
OO,47513,12.69,16.27,1.48,13.95,0.07,28.23,2014,11
OO,49397,17.22,16.04,1.52,13.52,0.08,29.22,2014,12
UA,39225,18.43,22.66,5.91,12.33,0.0,22.9,2014,01
UA,36379,17.85,19.56,3.19,15.84,0.0,20.45,2014,02
UA,42492,13.15,19.16,1.68,13.42,0.0,20.69,2014,03
UA,39498,11.12,15.34,1.13,17.62,0.0,17.92,2014,04
UA,42428,16.19,16.92,2.43,20.77,0.0,24.18,2014,05
UA,42886,19.67,17.76,3.33,16.66,0.0,24.68,2014,06
UA,43996,17.36,18.1,3.4,15.52,0.01,25.34,2014,07
UA,42833,15.06,17.2,2.77,15.22,0.0,23.61,2014,08
UA,40219,11.51,15.6,1.87,19.22,0.01,20.16,2014,09
UA,43335,14.0,16.48,1.24,17.41,0.0,19.77,2014,10
UA,39798,13.79,18.78,2.32,14.18,0.0,21.32,2014,11
UA,40439,18.47,18.13,0.82,17.55,0.0,19.83,2014,12
US,34763,9.29,17.06,1.92,14.87,0.1,13.93,2014,01
US,31685,10.07,16.95,2.85,17.53,0.15,14.68,2014,02
US,36447,8.06,18.5,1.21,14.98,0.15,12.96,2014,03
US,34602,7.36,16.98,0.57,15.27,0.21,13.87,2014,04
US,35325,8.94,18.51,2.18,16.59,0.11,15.23,2014,05
US,34954,10.25,17.85,2.73,16.26,0.29,14.17,2014,06
US,36009,11.6,19.44,3.75,17.07,0.18,15.34,2014,07
US,34864,7.69,17.65,2.07,14.9,0.33,13.46,2014,08
US,33030,6.38,17.93,1.83,16.59,0.43,10.7,2014,09
US,35634,6.57,16.0,0.86,16.69,0.09,11.09,2014,10
US,33177,7.05,17.04,0.42,15.06,0.08,11.83,2014,11
US,34175,7.06,14.6,0.29,15.66,0.16,9.85,2014,12
VX,4810,9.41,12.34,6.92,19.0,0.05,20.04,2014,01
VX,4237,24.23,10.3,4.55,49.69,0.3,35.86,2014,02
VX,4712,8.54,9.87,3.3,25.92,0.07,20.69,2014,03
VX,4857,9.99,10.36,3.92,33.53,0.08,19.94,2014,04
VX,4974,11.51,8.02,6.97,26.96,0.28,18.11,2014,05
VX,4954,9.83,10.79,3.58,25.36,0.09,14.64,2014,06
VX,5085,11.78,8.33,3.49,29.97,0.18,15.61,2014,07
VX,4889,8.01,11.26,3.25,17.79,0.13,14.33,2014,08
VX,4554,8.83,9.9,4.25,23.29,0.18,15.83,2014,09
VX,4722,10.6,12.09,3.41,26.09,0.24,19.28,2014,10
VX,4723,11.43,7.32,4.36,31.96,0.05,20.15,2014,11
VX,4993,24.75,9.16,4.27,40.21,0.21,25.87,2014,12
WN,91564,23.17,17.61,1.67,6.95,0.09,33.8,2014,01
WN,84581,16.26,13.54,1.41,6.66,0.04,26.07,2014,02
WN,101382,15.33,13.42,0.91,5.58,0.03,25.7,2014,03
WN,99109,14.72,13.4,0.95,5.61,0.03,25.7,2014,04
WN,100659,17.76,14.45,2.04,6.34,0.04,29.7,2014,05
WN,102043,21.0,15.33,2.21,6.49,0.04,32.01,2014,06
WN,105427,19.4,16.96,2.29,5.89,0.02,30.79,2014,07
WN,99384,14.77,14.95,2.11,6.51,0.06,27.95,2014,08
WN,94721,11.34,14.03,1.93,8.51,0.09,25.92,2014,09
WN,99257,10.97,13.03,1.02,7.34,0.01,24.28,2014,10
WN,95628,11.04,14.56,1.12,6.62,0.06,25.6,2014,11
WN,100878,16.68,14.92,1.05,6.58,0.07,27.53,2014,12
AA,44059,13.56,21.38,2.6,10.54,0.07,23.7,2015,01
AA,39835,13.16,21.0,6.47,15.65,0.06,20.12,2015,02
AA,45966,13.82,22.72,1.89,11.15,0.04,22.57,2015,03
AA,44770,13.59,19.5,5.35,14.57,0.05,24.84,2015,04
AA,44710,14.06,20.91,7.18,14.06,0.05,24.41,2015,05
AA,44360,16.68,22.7,3.71,13.92,0.06,27.52,2015,06
AA,81434,12.36,19.4,2.41,13.27,0.1,23.14,2015,07
AA,79748,12.09,22.13,2.98,13.77,0.18,20.67,2015,08
AA,73379,8.34,21.75,2.6,13.15,0.12,17.49,2015,09
AA,77290,8.39,21.69,3.38,13.75,0.11,18.9,2015,10
AA,73871,9.55,20.06,3.5,14.11,0.38,19.13,2015,11
AA,76562,11.92,20.95,3.29,14.28,0.17,20.02,2015,12
AS,13257,8.05,14.87,3.78,12.03,0.05,20.87,2015,01
AS,12194,7.8,15.74,2.11,13.45,0.11,22.56,2015,02
AS,14276,7.77,17.31,1.29,12.78,0.16,20.03,2015,03
AS,13974,5.33,18.5,1.7,11.82,0.21,16.54,2015,04
AS,14682,4.85,12.56,0.72,13.46,0.23,13.85,2015,05
AS,15075,6.47,19.3,1.95,9.96,0.16,18.3,2015,06
AS,15821,6.93,16.62,1.08,13.77,0.3,17.25,2015,07
AS,16095,7.73,12.81,1.63,15.93,0.48,14.83,2015,08
AS,14271,5.23,17.73,1.18,12.88,0.75,12.87,2015,09
AS,14467,5.1,13.62,1.55,13.81,0.17,14.16,2015,10
AS,13950,6.86,14.11,1.62,15.41,0.18,17.1,2015,11
AS,14459,7.25,15.15,2.1,14.77,0.26,16.31,2015,12
B6,21623,13.38,15.46,1.9,16.34,0.23,21.93,2015,01
B6,19751,22.24,19.13,3.15,15.58,0.16,26.33,2015,02
B6,22590,18.25,18.64,1.73,19.44,0.08,26.73,2015,03
B6,22020,12.12,17.45,1.32,18.3,0.08,22.7,2015,04
B6,22565,10.82,19.18,2.34,20.95,0.16,20.78,2015,05
B6,22558,14.69,16.36,2.31,22.29,0.08,24.81,2015,06
B6,24029,14.3,16.69,1.73,16.25,0.09,24.11,2015,07
B6,23826,17.27,18.48,2.97,14.55,0.67,27.0,2015,08
B6,21133,11.15,16.75,1.97,16.73,0.11,19.14,2015,09
B6,21913,10.79,18.15,0.98,15.74,0.07,17.93,2015,10
B6,21697,10.16,19.24,0.5,14.78,0.2,18.43,2015,11
B6,23343,20.49,21.0,1.62,13.08,0.24,29.03,2015,12
DL,64421,8.29,21.68,5.05,14.61,0.07,14.71,2015,01
DL,60884,14.09,22.01,9.01,14.63,0.01,19.15,2015,02
DL,74166,10.49,22.84,4.79,14.94,0.01,16.79,2015,03
DL,72170,8.55,22.18,3.91,15.25,0.03,16.51,2015,04
DL,74815,9.81,24.74,5.45,17.61,0.02,20.65,2015,05
DL,77255,12.83,21.52,6.1,17.01,0.04,20.88,2015,06
DL,80741,10.38,21.06,3.57,14.89,0.04,18.81,2015,07
DL,80947,9.97,22.02,4.57,14.66,0.02,18.81,2015,08
